puzzle_id,initial_fen,moves,rating,source_game_key
XBST5,8/3k1p2/1p1p3p/p2P4/P2PK3/6P1/7P/8 b - - 0 34,d7e7 e4d3 b6b5 a4b5,2599,7crGohKT
XBTHB,r1b2bk1/2q2ppn/3p4/1pnPpNB1/2p1P3/2P2N1P/1PB2P1K/3Q2R1 b - - 4 24,c7b7 f5g7 f8g7 g5h6,2250,zGtrX50U
XBWHa,r2q1rk1/pp1nnppp/8/2bpPB2/8/8/PP1P2PP/RNBQ1R1K b - - 0 13,d7e5 d2d4 e7f5 f1f5 c5d4 d1d4,2238,UU2vaEsK
XBWb4,4r1k1/pp3ppp/2q1pn2/8/2P2N2/1P1Q2P1/P4P1P/3R2K1 w - - 5 27,d3d4 e6e5 d4e3 e5f4,1483,rhDsli3p
XBZPT,r7/r4p1p/4p1p1/2k5/P3R3/2K2P2/6PP/R7 b - - 0 42,c5d5 a1d1 d5c5 e4c4 c5b6 d1b1 b6a6 c4c6,2136,M60s9C1W
XBaBc,r1bRk3/1p4Q1/p3p3/2N1P3/8/4q3/PP6/5K2 b - - 9 33,e8d8 g7f8 d8c7 f8d6,1585,f3ZfSbih
XBaqm,8/ppq2pk1/5p2/1P1pn3/3PbP2/P1Q1K1P1/7r/R4R2 w - - 5 30,c3c7 e5g4,1613,rpw8jOHP
XBfLc,2kr4/Qpp5/5n1p/P3p3/P2p1p2/3P1q2/BKP3r1/1R2B3 b - - 1 35,f3d3 a2e6 f6d7 a7a8,1377,5dRZEGkB
XBgUs,8/3k2n1/2p1p3/1pPpPpn1/1P1P4/1PN3K1/4BP2/8 w - - 4 40,f2f4 g5e4 c3e4 d5e4,2481,qdGuA62o
XBh2m,3r1rk1/4nq1p/p4ppQ/1p3b2/2pPN2R/8/PP3PPP/1B2R1K1 b - - 4 27,g8h8 e4f6 g6g5 f6h7 f5h7 h6h7 f7h7 h4h7,2630,4mVI1dSS
XBhHZ,1r1q1rk1/5pp1/p1npbb1p/2p1p3/2P5/P3BNPP/1P2PPBK/1R1Q1R2 b - - 0 15,e6c4 f3d2 c4e6 g2c6,1874,ctp85SMy
XBimU,5k2/R3b1pp/p1r1p3/4p3/4N3/2P2P2/P4K1P/8 b - - 0 31,c6c3 a7a8 f8f7 e4c3,1815,0wCdmywW
XBjg1,1k1r1b1r/ppp1qp1p/8/5Q2/2nP4/4B3/PPP1NPPP/2KR3R w - - 3 15,e3g5 e7b4 d1d3 b4b2,1969,NbIjFhbE
XBjhg,r1q2rk1/ppp1bppp/3n2b1/3Pp3/B5P1/4B2P/PP1N1P2/2RQR1K1 b - - 5 16,d6e4 d2e4 g6e4 e3c5 e7c5 c1c5,2272,GaOGYYeT
XBjvQ,8/7p/8/Pk4p1/4pp2/2K3P1/5P1P/8 w - - 3 43,c3d4 e4e3 f2e3 f4f3,1466,de2dAmee
XBkiw,2kr1bnr/pppq1pp1/2n5/3pP3/6bp/2PBPN2/PP1N1PPP/R1BQR1K1 b - - 0 9,c6e5 f3e5 g4d1 e5d7,1013,iP466eW0
XBmn0,8/1k2p3/2p5/Pp6/1P1PKp1p/6p1/5P1P/8 w - - 0 38,f2g3 f4g3 h2g3 h4h3 e4f3 c6c5,2256,ihIMOH71
XBnDn,r2r2k1/p1p2pp1/2N4p/2p1Pp2/5P2/2Pq4/PB4PP/1R2Q1K1 b - - 1 24,d8d7 e5e6 f7e6 c6e5,2135,lVtnD8sq
XBndq,8/1p1k3p/4pp2/1pP2p2/1P1K1PP1/P6P/8/8 b - - 0 37,d7c6 g4f5 e6f5 h3h4,2354,ZY5z5P3n
XBoNB,r3qr1k/ppp3bp/6p1/5b2/1PP1p2Q/4PN1P/P4PP1/R1B1R1K1 w - - 0 18,f3g5 h7h6 c1b2 h8g8 b2g7 g8g7,2461,pWr0Jkbo
XBoUz,1k3b1r/1p1q3p/B2p1pp1/3bp3/3n4/Q2P4/5PPP/1RB2RK1 w - - 1 26,c1e3 d4e2 g1h1 d5g2 h1g2 d7g4 g2h1 g4f3,2174,sEl7Ukr3
XBpQU,6k1/pp6/3N4/8/3P4/P1P2ppp/1P2rP2/3R2K1 w - - 0 41,f2g3 f3f2 g1f1 e2e1,2004,MwwhZcpy
XBqKB,8/5p1p/8/3k1P1P/1p1p2P1/1P4r1/2P1BK2/8 b - - 4 50,g3h3 e2f3 h3f3 f2f3,2111,suwo7buE
XBqfi,2rq1rk1/1pp1bppp/pnn1p3/6N1/3PN3/2PQ3P/PP3PP1/R1B1R1K1 b - - 3 14,h7h6 e4f6 g7f6 d3h7,851,lAwDU47Q
XBs00,4r1k1/5pp1/2p1R2p/q5N1/3P4/1p1QP1P1/1P2KPP1/7r b - - 2 26,f7e6 d3h7 g8f8 h7h8 f8e7 h8g7 e7d8 g5f7 d8c7 f7e5 c7b6 e5c4 b6a6 c4a5,1981,f5BrHezD
XBsZx,r2q1rk1/1pp2ppp/p1npbn2/2bNp3/4P3/PB3N2/1PPP1PPP/R1BQ1RK1 b - - 4 9,c6a5 d5f6 d8f6 b3e6 f6e6 b2b4,1589,8xaGTZI3
XBtO0,2r5/8/p4p2/PpPk2pp/1P1N3P/3KP1P1/5P2/8 b - - 4 41,g5h4 e3e4 d5e5 f2f4,1983,xouavQOA
XBtYX,8/p3k3/2P1pp1p/1PK5/8/7P/6P1/8 b - - 0 40,e6e5 b5b6 a7b6 c5b6 e5e4 c6c7 e7d7 b6b7,1846,YjGvFhA4
XBtdN,r1bqr1k1/pp4bp/2p2pn1/8/2PN1Q2/1PN3P1/P3P1BP/R4RK1 w - - 1 20,f4d2 g7h6 g2d5 g8g7,2711,NLEYUuMd
XBvns,r1b3kr/pp3Rpp/3p4/3p2N1/8/8/P2Bq1PP/Q5K1 b - - 1 19,e2e5 d2c3 e5e3 g1h1,2082,YxumOxat
XBwFb,2r2r2/1p2qp1k/p2p4/2nPp1R1/8/7P/PPPQ1P1P/2K5 b - - 0 22,f8g8 g5h5 h7g6 d2h6,1441,luEF5swd
XByVD,1nkr3r/1p3p2/pP2pq2/P2p1n1p/3P2p1/2P1P2P/3NQPPN/R4RK1 w - - 0 19,h3g4 h5g4 e2g4 h8h4 g4g3 f5g3,2660,GZVE8wUb
XBzAw,r1b3k1/pp2r3/5pPQ/5P1p/1bPP2B1/8/qP2N3/2KR2R1 w - - 2 27,g4f3 a2c4 e2c3 b4c3 f3d5 c4d5,2545,59fZqy1e
XBzMy,3rN1k1/pp3R1p/2p5/4p2p/2Pr4/2Q4P/PPB2PPK/2q5 w - - 1 29,f7h7 c1f4 c3g3 f4g3 f2g3 d8e8,1199,8RJRoAyS
XBzyM,4R3/p1p3pk/2p4p/2N5/1rb2PqP/8/2Q4K/8 b - - 3 38,g4g6 e8h8 h7h8 c2g6,1399,ApGr6kkw
XC0YU,rn6/p7/3p2k1/2pPp3/P1P1P3/1Q2B1pP/N3q1B1/6K1 w - - 4 31,g2f1 e2h2,934,Ex19NZVC
XC0ZO,r5k1/1bq1bppp/1Bp1n3/p3p3/4P3/pQ3N2/5PPP/2RR2K1 b - - 1 22,a5a4 b3e6 f7e6 b6c7,1694,TkpAhoIE
XC1e2,2r2rk1/1b3pp1/p2p3p/1pqNpPb1/4P3/3PN3/PP4PP/R2Q1R1K w - - 2 21,a1c1 c5c1 d1c1 c8c1 f1c1 b7d5,1814,Ss0Z6Yvf
XC2OV,r3k2r/pp1nppbp/3p2p1/2pP1b2/1qP1NB2/5N2/PP2QPPP/R3KB1R w KQkq - 1 11,e2d2 f5e4 d2b4 c5b4,1677,KMX4tkbd
XC2rR,2r3k1/1p3ppp/p3p3/8/1q1p4/3Q2KP/P4PP1/R6R w - - 1 27,a1b1 b4d6 f2f4 c8c3 d3c3 d4c3,1355,1p41CfYG
XC4B3,rn3rk1/1p3pp1/p2p1q1B/2pP3b/2P4b/2NB1N2/PP3P2/R2Q2RK w - - 1 17,h6g7 h5f3 h1h2 f6f4 h2h3 h4g5 g1g5 f4g5,2659,SRCbNxqV
XC8PA,8/2R5/1R6/4pkp1/5p1p/r2r1P1P/P3KP2/8 b - - 15 42,e5e4 c7c5 d3d5 c5d5,1415,15Bl92hJ
XCAM2,r5nr/pp4b1/5k1p/3BnN2/4P3/BPQ5/P1PP1qp1/RN1K2R1 w - - 8 19,c3e5 f6e5 d2d4 e5f6 g1g2 f2f1 d1d2 f1g2,2462,BsqbAsZq
XCASt,r1r4k/2q1bppp/p3pN2/1p2P3/4pB2/2P3QP/PP3PP1/3R2K1 b - - 1 23,g7f6 e5f6 e7f6 f4c7,1125,zei2yKNG
XCAdB,2r2rk1/6pp/pqn5/8/1p2N3/8/PbP1N1PP/1R1Q1R1K b - - 1 22,b2e5 d1d5 g8h8 e4g5,2149,dm1NIV9u
XCDLV,5rk1/1bq2ppp/p1n5/1pQ5/3r4/P2P4/BP1N1PPP/R3R1K1 w - - 0 20,e1e7 c7e7 c5e7 c6e7,1571,q7q87G7x
XCDWR,r1q2rk1/p1b3pp/1pR5/5p2/3P4/1P1pP3/PB4PP/3Q1RK1 w - - 0 20,d1d3 c7h2 g1h2 c8c6,934,m1ezMRF7
XCG3b,5r1k/Q5p1/3q3p/8/3P2B1/4B1nP/P1P3P1/6K1 w - - 3 36,g4f3 d6b4 e3f2 b4b1 g1h2 g3f1,2451,1NCbieY2
XCH0L,r1b2rk1/pp1p1p1p/4p1p1/2P3N1/1q2P3/3BP3/P1P3PP/Q4RK1 b - - 1 14,b4c5 a1f6 c5g5 f6g5,1851,XXZbXzfu
XCI0a,r3k2r/1pp5/p2p1q1p/3P1p2/3Npn2/7P/PPP2PP1/R2QR1K1 w kq - 2 22,d1d2 f6g5 d2f4 g5f4,1811,K8LFrbWD
XCIUe,r3k2r/ppp2pp1/8/3Pq2p/6n1/PP6/4BPPP/RN1Q1RK1 w kq - 0 16,b1d2 e5h2,882,ZdARfegS
XCLRW,5r1k/2p3p1/1pP2q2/pP2p2p/P3Q3/4P3/5PPP/3r1RK1 w - - 0 31,f1d1 f6f2 g1h1 f2f1 d1f1 f8f1,807,svbsf3NK
XCMW6,8/8/8/6K1/6P1/1R2kp2/8/6r1 b - - 4 54,e3f2 g5f4 f2g2 b3f3,1657,E9z2gW1S
XCQJf,7r/p5k1/1p3p2/8/4QPb1/4P1q1/PP3R2/R4K2 w - - 2 38,f2g2 h8h1 g2g1 h1g1,1332,sFGNYkWy
XCQUD,2k2r2/pp1r1p2/1qp1p1pb/4P2p/3PB2P/2P3P1/PP2Q3/R4RK1 w - - 3 26,e4g6 f7g6 f1f8 h6f8,1617,b2peBMBY
XCRoR,r1bq1r2/3np1bk/1p1p2p1/6B1/p3P2P/2N1Qn2/PPP5/2KR1B1R b - - 1 18,f3g5 h4g5 h7g8 f1c4,1415,7aDQ9JNh
XCSuS,8/8/8/1B6/p4K2/P1P5/3r4/4k3 b - - 0 55,d2d3 b5d3 e1d2 c3c4 d2d3 c4c5,1435,fY2CapTR
XCXIl,3Q4/6pk/8/p7/4P2P/1p1P2P1/q4PK1/8 w - - 4 45,h4h5 b3b2 h5h6 b2b1q h6g7 h7g7 d8c7 a2f7,1991,JjrBIdOz
XCZMe,8/1pp5/4k3/p5Pp/5K2/1P6/P1P5/8 b - - 0 37,h5h4 f4g4 h4h3 g4h3,1464,6QrqgpWj
XCZcl,5r2/1p1n2k1/3p2r1/p1pPp3/P1P1n2K/1P1B1P2/4NR2/5R2 w - - 0 39,d3e4 f8h8,1245,dA1Utzaa
XCbkO,8/2p4p/1p1k4/p5p1/2PK2P1/PP5P/8/8 w - - 0 50,b3b4 a5b4 a3b4 c7c5 b4c5 b6c5 d4e4 d6e6,2245,UAPZiTbi
XCcYv,5rk1/3P1p1p/6pP/4b3/3qN3/1Q4P1/2r2PB1/5RK1 b - - 0 35,c2c7 f1d1 c7d7 d1d4,1660,4uUGZZep
XCcp3,kr5r/1p1q3p/pQ1pp1p1/8/2P1P3/3KP3/5P1P/R1R5 b - - 2 28,d6d5 c4c5 d5e4 d3e2 h8c8 c5c6 d7c6 c1c6,2643,49PhUW2g
XCflk,2k1r1r1/1pP2b2/p4p2/P2p1q1p/3P3b/2P2N2/3NR1P1/R4Q1K w - - 0 28,f3h4 f5f1 a1f1 e8e2,902,yyg4tiwC
XChSd,rn2kb1r/pp3ppp/2p5/6B1/2N1P1b1/5N2/PPP2PPP/3R1RK1 b kq - 0 11,g4f3 d1d8,1325,7HcyJXpe
XCjrM,6k1/6pp/4N3/3QK1P1/3P1P2/r3P3/1rq4P/8 b - - 12 51,c2c8 e6d8 g8h8 d8f7,1462,YGwbrUVy
XCkk4,r2q1b2/1p3kpp/p2p4/2pP4/4r3/1P4P1/PBQ3KP/5R2 b - - 1 22,e4f4 f1f4 f7g8 f4h4 d8h4 g3h4,2151,DxYgSnrm
XClD8,r1b2r1k/pp1pq1pp/5p2/8/4PPn1/1BN1Q3/PP4PP/R2R2K1 w - - 3 17,e3f3 e7c5 g1h1 g4f2 f3f2 c5f2,1064,S0oPYiHK
XClFu,r2qkb1r/1Q1nnppp/p1pp4/4p3/1Pb1N3/4PN2/PBPP1PPP/R3K2R b KQkq - 1 9,a8b8 e4d6,1063,6pZCYglT
XCo1I,r2q1rk1/1bpnbp2/pp2p1pB/4P2Q/3p3P/4PNR1/PPP2PP1/R3K3 b Q - 1 16,b7f3 g3g6 g8h7 g6g7 h7h8 g2f3,2324,wFj37BmF
XCouX,r2r2k1/p3Rp1p/1p4p1/8/4P3/4Q3/q4PPP/2R3K1 b - - 0 22,a2d2 e7e8 d8e8 e3d2,1393,DexjsOrA
XCp8b,6k1/6p1/2p3Pp/1p1r3P/1Bp5/P2r1p1R/5P2/2R2K2 w - - 1 35,h3h4 d3d1 c1d1 d5d1 b4e1 c4c3 h4e4 g8f8 e4e3 c3c2,2445,dlNUwhSg
XCs3M,6k1/p1q4p/1p4p1/4Rp2/1Pr2P2/P6P/1Q4P1/6K1 b - - 0 33,c4f4 e5e8 g8f7 b2h8 c7d6 e8d8 d6d8 h8d8,2559,vxIcrz96
XCsqn,r3k2r/pp3ppp/1qn1pn2/3pN3/3P4/2B5/PPP1QPPP/R4RK1 b kq - 0 13,c6d4 c3d4 b6d4 e2b5 e8f8 b5b7 d4e5 b7a8,1783,W9JwGShO
XCtdm,8/8/1p5k/p1pp1P2/P2P4/1P2K3/8/8 w - - 0 37,e3f4 c5d4 f5f6 d4d3 f6f7 h6g7,2663,5XIKFXtx
XCvJA,r6r/1p3kpp/1qp2p2/4p1P1/p3B2P/1PbP4/P1P1QP2/1K1R3R w - - 0 22,g5f6 a4b3 c2b3 a8a2 e2a2 h8a8,2375,Pznh4Evk
XCx94,r3k1nr/1ppb1ppp/p3pq2/n2P4/1bB1PB2/1PN5/P3NPPP/R2QK2R w KQkq - 1 10,e4e5 b4c3 e2c3 f6f4,1097,yk5cqdRV
XCxQu,1Q6/5ppk/P1p1qbp1/2R5/4r3/7P/6P1/1R5K w - - 3 36,a6a7 e4e1 h1h2 f6d4 b8g8 h7g8,2460,aBGw0cop
XCyi8,r4rk1/5p1p/2q1pp2/2Pp4/2PR4/5P1P/1Q1K1PP1/7R b - - 0 24,c6c5 d4g4 g8h8 b2f6,940,UPduSFfi
XCyr9,8/8/8/p1k1p2p/3pK2P/PP3P2/8/8 b - - 1 42,c5b6 f3f4 e5f4 e4d4 b6c6 d4e4,2046,oJHjnvhV
XCyui,2r2rk1/pp5p/4qpp1/4pn2/4N1R1/5P2/P1PQ1P1P/6RK b - - 11 21,f5d4 d2h6 g8h8 g4g6,2182,L5n7INwO
XCzNF,r2q1rk1/1b2bpn1/p1n4Q/1pp5/3p1N2/PB1P1N2/1PP2PPP/R4RK1 b - - 2 18,d8d6 f4g6 d6g6 h6g6,1644,RUgPwfhR
XCzaH,8/7p/1K6/5p2/1kp5/8/1P3P1P/8 w - - 0 37,b6c6 f5f4 c6d5 f4f3,2373,3mcPyE0d
XD1K6,rn1q1rk1/ppp2ppp/8/4Pb2/3P2n1/2b2NP1/PPPB3P/R2QKB1R w KQ - 0 11,d2c3 g4e3 d1d2 e3c2 e1f2 c2a1,1537,grWvfy4D
XD5LE,r3Br1k/1bpp2qp/pb3p2/1p2n2Q/3N1B2/2P5/PP1N1PPP/R3R1K1 w - - 0 18,f4h6 g7g2,1467,NsCa9Xkx
XD7bD,6rk/2p2q1p/3bb2B/8/1p5P/1P2Q1P1/1PP2P2/3R2K1 b - - 2 35,d6f8 e3e5 f8g7 h6g7 f7g7 e5e6,1209,wPKizf1i
XD7vv,3r1rk1/1p1q3p/p2ppp1n/2P5/1P3P2/3Q2R1/P2R2PP/6K1 b - - 3 25,g8f7 d3h7 f7e8 h7h6,1455,Eq3K2nkI
XDAPD,r2q1rk1/5p2/4p2p/p2p2p1/Rn2N3/4QPP1/1b3P2/1B1R2K1 b - - 1 25,d8e8 a4b4 a5b4 e4f6 g8g7 f6e8,2505,2g2kT35Y
XDArC,r5r1/pppk1p2/1P1p1p1p/4p3/4P3/2P2b1q/1P3PPP/RN2QBRK w - - 3 19,g2f3 g8g1 h1g1 a8g8 g1h1 h3f3 f1g2 f3g2,1827,ySs5FIWV
XDDqr,6k1/R5pp/4P3/7P/6P1/8/p4K2/r7 b - - 0 34,a1h1 a7a8,818,XoU4CFg1
XDFpS,3r2k1/1p3pp1/3Pb2p/4Q3/8/6PP/qP3PB1/3R2K1 w - - 0 32,g2b7 a2b3 e5d4 b3b7,1669,NypNLnxv
XDGUm,3r4/1pR3k1/p4pp1/3r3p/qP5P/3R1PP1/1Q4K1/8 b - - 1 37,d5d7 d3d6 g7g8 b2f6 a4c2 c7c2,2375,tslPVVZF
XDHH2,8/p3r1p1/1p1k3p/4R3/2P2P2/4K2P/P7/8 w - - 1 59,e3d4 e7e5 f4e5 d6e6,1447,OrDlPka7
XDHzB,r2qkb1r/pppnpppp/2n1b3/8/Q1pP4/2N1PN2/PP3PPP/R1B1KB1R w KQkq - 7 7,f1c4 d7b6 a4c6 b7c6,1584,7GbbKjZI
XDIaj,8/1b4k1/p2p3p/2pP2pP/N1P2pP1/1Pb2P2/P3KBB1/3r4 b - - 9 42,d1c1 a4c3 c1c2 e2e1,2068,uqK2oBxR
XDJuv,2q4r/5k1p/3p2pQ/1pnNp1P1/3nP3/1P3P2/1KP5/6NR b - - 2 29,c5b3 h6h7 h8h7 h1h7 f7g8 d5f6,2094,ZcIazsrU
XDKKJ,6k1/4Q1pp/2q1bn2/1p6/r7/3N4/2NpnPPP/5R1K b - - 0 33,c6c2 e7d8 f6e8 d8e8,2158,f2kVpXJE
XDLBf,r5q1/2pQ3b/1p1p2k1/p5p1/4P3/8/PPP3P1/2K4R b - - 0 35,g8f7 h1h6 g6h6 d7f7,1903,su0btGDp
XDPZf,5rk1/pp1qrp1p/2nb1p2/2pp4/6bN/P1PP4/1P1NBPPP/R2QR2K b - - 3 15,f8e8 d2e4 e7e4 d3e4,2447,oWhP6mLG
XDQOE,1k1r3r/8/Rq1npp2/1P1p3p/3P4/1QP2N2/5PPP/6K1 b - - 4 27,b6b5 a6b6 b5b6 b3b6,1192,5zvxk6Id
XDQuW,rnbq1b1r/ppp2Q2/2k4p/8/2p1P2P/8/PPPP2P1/RNB2RK1 w - - 3 13,f7c4 f8c5 d2d4 d8d4 c4d4 c5d4,1208,jojlRIWd
XDT6n,rn4k1/p4ppp/2p5/2npq2P/6Q1/1PR3P1/PB3P1K/8 b - - 0 25,c5e4 g4c8 e5e8 c8e8,960,xVfwPLL3
XDTw8,4qr2/p5kp/1p1r1np1/8/8/1Q3RPB/PP5P/5RK1 b - - 4 25,d6d2 b3c3 e8d8 f3f6 f8f6 f1f6 d2d1 f6f1,2543,To5Labvc
XDUNS,4r3/4r1k1/p5pp/3Qp3/3p4/q6P/P1P1RPP1/4R1K1 w - - 0 28,e2e5 e7e5 d5d4 a3a5,2351,IV55znmf
XDWfX,r1b1k1nr/pppp1pp1/1bn4p/8/Q3N1Pq/5N2/PPP1PPBP/R1B1K2R b KQkq - 8 8,h4g4 e4d6 c7d6 a4g4,1759,fNrbwUvN
XDX6u,8/8/4pk2/p7/P1pP4/2P2p2/1P2q3/5QK1 b - - 3 49,f6f5 f1e2 f3e2 g1f2 e6e5 d4e5,2267,Zp07AG3d
XDbXW,7r/1p1P4/1Pp1k3/2PbNp2/5P2/8/5Kp1/6R1 b - - 1 54,e6e7 e5g6 e7d7 g6h8,880,7dthJqrx
XDcXX,r5r1/3k1p2/p2b1p1p/2p5/2P1R3/3N4/PP3PPP/R5K1 w - - 0 20,d3f4 f6f5 e4e2 d6f4,1821,3SKrpBdo
XDdFq,r1b2rk1/1p4Np/pq1p4/3np2Q/8/2P5/PP3PPP/R1B2RK1 b - - 0 19,g8g7 c1h6 g7h8 h6f8,1539,xzhVhf5X
XDeNv,3r2k1/6b1/6p1/4qp1p/4P3/6PP/3NQPK1/1R6 w - - 0 27,f2f4 d8d2 f4e5 d2e2,1218,83mEWMZN
XDhCL,r5k1/7p/2n1N1p1/8/1pp5/3b3P/1K3PP1/3R3R w - - 2 29,e6c5 c4c3 b2b3 a8a3,1139,9UEAh28l
XDhbC,8/R7/6p1/2rp1p2/2k3qP/6P1/PQp4K/8 b - - 1 50,g4d1 a7a4 c4d3 b2d4 d3e2 d4e5 e2d2 a4d4 d2c1 e5e3 c1b2 e3b3 b2a1 d4d1,2638,9EY0ZyFa
XDiRK,r1k1q3/p1p5/1p3Q2/3p2P1/2nP4/2P2PB1/P4P2/2R2K2 w - - 0 30,c1e1 c4d2 f1g2 e8e1,982,0RcEquS6
XDjIW,2r3k1/3R1N2/3B2pp/3P4/r1p5/6P1/5P1P/b5K1 b - - 0 27,c4c3 f7h6 g8h8 d6e5,1166,ewTY1xSO
XDk73,1R3rk1/5ppp/7q/p2Bn3/N7/1Q2p1P1/6KP/8 b - - 1 39,e3e2 b8f8 g8f8 b3b8 f8e7 b8e5,1806,xFiC9iJb
XDl2B,8/8/5p2/2k1p1p1/4P1P1/r2pKP2/8/3R4 w - - 6 55,d1d3 c5b4 d3a3 b4a3 e3d3 a3b3 d3d2 b3b2,2732,6w1Ibaim
XDmOQ,7r/1R3p2/4p2P/3pPb1k/p1pP1P1N/P1P3Kp/8/8 w - - 3 42,b7f7 h3h2 g3h2 h5h4,2227,FIqivQY1
XDmg5,r1bq1r1k/ppp2BB1/3b3p/7Q/8/6nP/PPP3P1/RN3RK1 b - - 0 15,h8g7 h5g6 g7h8 g6h6,1144,2JRDjxmI
XDmp2,8/p2p2bk/1p1Bp2p/1Q2Pr1q/8/6P1/PP3R1P/6K1 w - - 1 33,b5d7 h5d1 g1g2 d1d5,1593,joYKILXv
XDn8C,r2qr3/5Q2/5ppk/p1B3bp/1p2P3/1P1P4/2P3P1/1R3R1K w - - 0 33,c5e3 g5e3 f1f6 e8g8,2023,X0aptR0s
XDnaq,2rr2k1/pp3ppp/n1q5/3p4/1b1P4/1PN2P2/P1QB1P1P/2R1R1K1 b - - 6 20,c6f6 c3d5 c8c2 d5f6 g7f6 c1c2,1277,ADZotxtb
XDnyy,2b2nk1/5p2/6pQ/pq1pPp1p/1p1P1P2/5N1P/PP1B2PK/8 b - - 1 29,b5c4 d2e1 c4c1 e1h4 f8e6 h2g3,2431,prdIOAkI
XDokM,r3k2r/pb2qpp1/1pn1p3/3pP3/5P1p/P2B4/1P1BN2P/R2Q1RK1 w kq - 0 19,d3b5 e7c5 e2d4 c5d4,1239,cm9OJ2Bk
XDpt3,5k2/1p2p3/pq1pP1p1/5r1p/8/2Q3PP/3R2BK/8 b - - 4 30,b6c5 c3h8,991,PX05k25d
XDqnR,1r3rk1/p1pNn2p/7P/2q4R/2p5/2Q1P3/PP4P1/1K1R4 b - - 2 31,c5h5 c3g7,1459,NS0Dq4jP
XDtg8,5rk1/1Q3ppp/4p3/3pb3/8/8/P4qPP/2R2R1K b - - 1 24,f2h4 b7f7 f8f7 c1c8 h4d8 c8d8 f7f8 f1f8,1588,pPybueEH
XDtrJ,5k2/5ppQ/2b4p/1pq5/p4P2/2P5/6PP/3R3K b - - 1 30,c5c3 h7h8 f8e7 h8d8 e7e6 d8c8,2291,8fpHajWa
XDvAI,r3k1nr/pp3ppp/3bpq2/3p1b2/8/1PPP4/P2BBPPP/RN1Q1RK1 w kq - 3 13,d1c1 f6e5 d2f4 e5f4 c1f4 d6f4,2036,lCCQAKTB
XDvQ6,rn3rk1/1bqpnp1p/p3p1p1/1p6/3NP3/P1B2Q2/2P1BPPP/1R3RK1 b - - 2 14,d7d5 d4b5 a6b5 f3f6 c7c3 f6c3,2206,fIbgEOt3
XDxBo,r1bk3r/1pq1b1p1/p3ppBp/3pB3/2n2QPP/2N2N2/PPP2P2/2KR3R b - - 0 17,c4e5 c3d5 e6d5 d1d5,1786,TjgrZsG1
XDxj4,r2q1r1k/pbp3pp/1p1b4/2n1N3/2B3Q1/2P1PN1P/PP3P1B/2KR4 b - - 2 19,b7e4 f3g5 d8g5 g4g5,2204,23c7Gagn
XE2dp,r2qk1nr/ppp2ppp/8/n3Pb2/2P5/P1NpPN2/1P1Q1PPP/R3KB1R w KQkq - 3 10,f3d4 a5c4 d2d1 d3d2,1942,8drhBCJq
XE2oa,3r2k1/1p2brpp/p1n5/3pN3/3P4/PqN5/1P2Q1PP/2RR2K1 b - - 1 20,f7f4 e5c6 b7c6 e2e7,1311,Y6bsMNkn
XE53h,6r1/2q1b3/2p1P3/1kP4p/1pN1Q3/pP5K/P7/3R4 w - - 4 39,d1d7 c7g3,949,o7aykcTZ
XE5Mn,8/8/8/5P1R/2kp2P1/7P/3K3r/8 w - - 1 57,d2d1 c4d3 d1e1 d3e3 e1f1 d4d3 f5f6 d3d2 h5d5 h2f2 f1g1 f2f6,2655,yGXI2bG9
XE5zd,2kb4/pp6/2b5/4pN2/P1B4p/7P/2P3r1/5R1K b - - 3 26,d8b6 f5e7 c8c7 e7c6 g2c2 c6e5,1921,Dz5Df3Jz
XE66S,r2q1r1k/ppp1p1bp/4Q1b1/P1P3N1/2B3n1/3p4/1P3PP1/R1B1K2R b KQ - 2 21,d8d4 e6g8 f8g8 h1h7 g6h7 g5f7,2349,HjwjYD79
XEAij,r2k3r/bR1b1pp1/p4n1p/P3p3/4N3/BP1B1P1N/4K1nP/R7 b - - 1 23,d7h3 a3e7 d8e8 e4d6,1537,SoRzh87p
XEAus,8/8/7p/2P5/5p1P/2K3k1/R7/1r6 w - - 3 42,c5c6 b1b6 c6c7 b6c6 c3d2 c6c7,2445,EOSiGrVn
XEAwL,Qn2kb1r/p3pppp/2p5/3P1bB1/6n1/2N1P3/Pq3PPP/R3KBNR w KQk - 0 10,a1d1 b2f2,1471,EbQWVcn0
XEDP8,3RQ3/p4ppk/6p1/8/N6r/7P/PPq1KP2/8 w - - 5 34,e2e1 h4e4 e8e4 c2e4,1289,ctnMHdIK
XEEko,8/8/p3k1pp/8/P1p2K2/8/1PP3P1/8 w - - 0 35,b2b4 c4b3 c2b3 a6a5 f4e4 e6d6 e4d4 h6h5,2794,BavhEYXE
XEFLm,3r2k1/pp3ppp/1bp4r/3q2Q1/3P4/P4N2/1P3PPP/3RR1K1 b - - 3 24,d5b3 g5d8 b6d8 e1e8,949,dJ4OHCKu
XEHL5,r1bq3r/pp3pk1/2pBP3/6p1/4Nnn1/3B4/PPPQ1PP1/R4RK1 w - - 1 21,e6e7 h8h1 g1h1 d8h8 h1g1 h8h2,1536,qoZsYjzW
XEKJO,3q1b1r/1p3kpp/1Q2bp2/r2Np3/8/5N2/PP3PPP/R2R2K1 b - - 0 18,a5d5 b6d8 d5d8 d1d8,1721,JaG7eAcb
XELoU,2kr3r/pp2qpp1/2pb4/7p/2B3b1/4nN1P/PP3PP1/R1BQR1K1 w - - 0 15,e1e3 d6h2 f3h2 d8d1,1740,mE5mxMkE
